address,full_address,HDB_latitude,HDB_longitude,Nearest_MRT_ID,Nearest_MRT,MRT_latitude,MRT_longitude,Nearest_bus_stop_ID,Nearest_bus_stop,bus_stop_latitude,bus_stop_longitude,Distance_m_Nearest_MRT,Distance_m_Nearest_bus_stop
439 ANG MO KIO AVE 10,439 ANG MO KIO AVENUE 10 SINGAPORE 560439,1.366291979,103.8534963,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54329,BLK 420,1.36449772,103.8524798,587.6078016,228.3832985
430 ANG MO KIO AVE 3,430 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560430,1.368992878,103.8527613,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54271,BLK 586,1.36996326,103.8535666,366.6629332,139.8064321
460 ANG MO KIO AVE 10,460 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560460,1.366339477,103.8591223,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54389,BLK 465,1.36638973,103.8566054,1130.88365,280.1593437
459 ANG MO KIO AVE 10,459 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560459,1.367019645,103.8593772,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54299,OPP BLK 565,1.36890152,103.8583266,1134.507526,238.6876807
716 ANG MO KIO AVE 6,716 ANG MO KIO AVENUE 6 SINGAPORE 560716,1.371477831,103.8458688,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54039,BEF AL-MUTTAQIN MQUE,1.37091786,103.8456365,450.2708919,67.09892051
545 ANG MO KIO AVE 10,545 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560545,1.373179219,103.8562945,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54439,BLK 549,1.37328474,103.8571539,832.6489547,96.34647021
620 ANG MO KIO AVE 9,620 ANG MO KIO AVENUE 9 SINGAPORE 560620,1.382440829,103.8395464,TE5,LENTOR MRT STATION,1.384816688,103.8365694,55149,BLK 622,1.38147638,103.8392681,422.8213327,111.0516971
622 ANG MO KIO AVE 9,622 ANG MO KIO AVENUE 9 SINGAPORE 560622,1.382064342,103.8397419,TE5,LENTOR MRT STATION,1.384816688,103.8365694,55149,BLK 622,1.38147638,103.8392681,466.1262118,83.71154918
259 ANG MO KIO AVE 2,259 ANG MO KIO AVENUE 2 THE CLOVER @ KEBUN BARU SINGAPORE 560259,1.368581482,103.8315578,TE7,BRIGHT HILL MRT STATION,1.362941296,103.8322074,56261,AFT ANG MO KIO AVENUE 2,1.36775155,103.83207,627.8390138,108.0335304
101 ANG MO KIO AVE 3,101 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560101,1.370261584,103.8394679,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54221,OPP ANG MO KIO PR SCH,1.36995608,103.8395934,366.1555229,36.55487655
620 BEDOK RESERVOIR RD,620 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470620,1.334334322,103.9177126,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84539,BEDOK NTH STN EXIT B,1.335036,103.9185193,64.93447668,118.6585138
534 BEDOK NTH ST 3,534 BEDOK NORTH STREET 3 SINGAPORE 460534,1.333036982,103.9248122,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84391,BLK 534,1.33274999,103.9244766,827.9113028,49.01428859
18 BEDOK STH RD,18 BEDOK SOUTH ROAD SINGAPORE 460018,1.320625049,103.9347342,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84119,BLK 18,1.31968902,103.9350681,632.2535375,109.9679528
28 NEW UPP CHANGI RD,28 NEW UPPER CHANGI ROAD SINGAPORE 460028,1.32369452,103.9349949,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84049,BLK 27,1.32432719,103.9347122,538.2206498,76.70642123
29 NEW UPP CHANGI RD,29 NEW UPPER CHANGI ROAD SINGAPORE 464029,1.323958134,103.9363413,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84049,BLK 27,1.32432719,103.9347122,686.8275068,185.8383914
30 NEW UPP CHANGI RD,30 NEW UPPER CHANGI ROAD SINGAPORE 461030,1.323526782,103.9364239,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84049,BLK 27,1.32432719,103.9347122,698.1949627,210.0511826
75 BEDOK NTH RD,75 BEDOK NORTH ROAD SINGAPORE 460075,1.327914779,103.9421444,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84061,THE TANAMERA CONDO,1.3258479,103.9422313,478.8473768,228.7493141
76 BEDOK NTH RD,76 BEDOK NORTH ROAD SINGAPORE 460076,1.328296665,103.9420675,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84241,BLK 81,1.32861392,103.9400487,495.870541,227.3918404
501 BEDOK NTH ST 3,501 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460501,1.331640712,103.9311677,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84341,OPP FENGSHAN PR SCH,1.33110349,103.9319837,555.7350889,108.5155702
502 BEDOK NTH ST 3,502 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460502,1.331245062,103.9312443,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84341,OPP FENGSHAN PR SCH,1.33110349,103.9319837,598.0980204,83.76336224
503 BEDOK NTH ST 3,503 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460503,1.331483875,103.9324659,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84349,FENGSHAN PR SCH,1.33091748,103.9323322,572.147068,64.37155173
504 BEDOK NTH ST 3,504 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460504,1.331880003,103.9323894,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84341,OPP FENGSHAN PR SCH,1.33110349,103.9319837,527.6467358,97.01013476
2 BEDOK STH AVE 1,2 BEDOK SOUTH AVENUE 1 SINGAPORE 460002,1.321301188,103.9332996,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84161,BLK 3,1.32165111,103.9324025,460.8022028,107.0738448
20 CHAI CHEE RD,20 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461020,1.326272712,103.9228853,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84649,OPP BLK 24,1.32477805,103.9231492,847.8151167,167.8605168
21 CHAI CHEE RD,21 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461021,1.325778506,103.9224247,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84649,OPP BLK 24,1.32477805,103.9231492,883.4126687,136.8881307
59 CHAI CHEE RD,59 CHAI CHEE ROAD PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE BLK 59 (KN) SINGAPORE 460059,1.324889166,103.9202467,EW6,KEMBANGAN MRT STATION,1.321039369,103.9129693,84579,AFT CHAI CHEE ST,1.32584772,103.9194896,914.9611115,135.4010875
58 CHAI CHEE DR,58 CHAI CHEE DRIVE MINI WORLD CHILD CARE & DEVELOPMENT CENTRE PTE LTD SINGAPORE 460058,1.325918897,103.9197569,EW6,KEMBANGAN MRT STATION,1.321039369,103.9129693,84579,AFT CHAI CHEE ST,1.32584772,103.9194896,928.2966239,30.77023858
55 CHAI CHEE DR,55 CHAI CHEE DRIVE PING-AN GARDENS SINGAPORE 460055,1.326848469,103.9190156,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84571,OPP BLK 55,1.326532,103.91874,905.2874047,46.53263585
22 BEDOK STH AVE 1,22 BEDOK SOUTH AVENUE 1 SINGAPORE 460022,1.322831737,103.9328522,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84169,OPP BLK 3,1.32213305,103.9321144,326.566822,112.7417221
105 BEDOK NTH AVE 4,105 BEDOK NORTH AVENUE 4 NKF DIALYSIS CENTRE SINGAPORE 460105,1.333688595,103.9364739,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84221,BLK 109,1.33185798,103.9351274,608.7105866,251.8517703
104 BEDOK NTH AVE 4,104 BEDOK NORTH AVENUE 4 PEARL GARDEN SINGAPORE 460104,1.333298521,103.9366015,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84221,BLK 109,1.33185798,103.9351274,644.3502822,228.6604573
107 BEDOK NTH RD,107 BEDOK NORTH ROAD FENGSHAN ESTATE SINGAPORE 460107,1.332317407,103.9363013,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84229,BLK 111,1.33159953,103.935314,687.3076614,135.55374
110 BEDOK NTH RD,110 BEDOK NORTH ROAD FENGSHAN ESTATE SINGAPORE 460110,1.332472064,103.9348605,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84529,BLK 109,1.33213305,103.9343131,568.3810712,71.53424283
69 BEDOK STH AVE 3,69 BEDOK SOUTH AVENUE 3 SIGLAP LUCKY VALLEY SINGAPORE 460069,1.319350264,103.9436324,TE30,BEDOK SOUTH MRT STATION,1.31691093,103.9496507,84669,BLK 73,1.31994111,103.9441816,722.0500732,89.46251879
33 BEDOK STH AVE 2,33 BEDOK SOUTH AVENUE 2 SINGAPORE 460033,1.322837033,103.9391245,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84059,BLK 65,1.32493504,103.9395348,941.5585689,236.4382432
46 BEDOK STH AVE 3,46 BEDOK SOUTH AVENUE 3 BEDOK SOUTH BLOSSOMS SINGAPORE 460046,1.321485753,103.9428547,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84079,OPP BLK 71,1.32099303,103.9432531,744.4780385,70.24055608
117 BEDOK NTH RD,117 BEDOK NORTH ROAD SINGAPORE 460117,1.330654548,103.9384963,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84239,OPP BLK 85,1.33151836,103.9383569,957.6811904,96.76794025
116 BEDOK NTH RD,116 BEDOK NORTH ROAD SINGAPORE 460116,1.331008235,103.9380668,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84239,OPP BLK 85,1.33151836,103.9383569,929.8469815,64.9918165
115 BEDOK NTH RD,115 BEDOK NORTH ROAD SINGAPORE 460115,1.33143368,103.9368654,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84239,OPP BLK 85,1.33151836,103.9383569,800.714682,166.2501577
125 BEDOK NTH RD,125 BEDOK NORTH ROAD SINGAPORE 460125,1.328843215,103.9391237,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84249,BLK 124,1.32941668,103.9396062,828.6039665,83.09374877
124 BEDOK NTH RD,124 BEDOK NORTH ROAD SINGAPORE 460124,1.329258819,103.9390464,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84249,BLK 124,1.32941668,103.9396062,848.148487,64.70130872
128 BEDOK NTH ST 2,128 BEDOK NORTH STREET 2 SINGAPORE 460128,1.327740236,103.9390057,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84241,BLK 81,1.32861392,103.9400487,823.7794516,151.0198243
129 BEDOK NTH ST 2,129 BEDOK NORTH STREET 2 SINGAPORE 460129,1.327554432,103.9380305,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84241,BLK 81,1.32861392,103.9400487,930.9741575,253.324287
138 BEDOK NTH ST 2,138 BEDOK NORTH STREET 2 SINGAPORE 460138,1.330010112,103.9363435,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84219,BLK 139,1.32940888,103.9348131,885.9660365,182.8381385
87 BEDOK NTH ST 4,87 BEDOK NORTH STREET 4 SINGAPORE 460087,1.332502614,103.9385871,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84231,BLK 85,1.33173871,103.938555,877.7183039,84.54428745
100 BEDOK NTH AVE 4,100 BEDOK NORTH AVENUE 4 BEDOK POND 1 SINGAPORE 460100,1.334139,103.9383897,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84251,BLK 99,1.33346832,103.938838,778.378946,89.38053667
412 BEDOK NTH AVE 2,412 BEDOK NORTH AVENUE 2 SINGAPORE 460412,1.329291261,103.9310907,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84331,OPP BLK 416,1.32891333,103.9309503,590.7136833,44.61524219
402 BEDOK NTH AVE 3,402 BEDOK NORTH AVENUE 3 RAINBOW VILLE SINGAPORE 460402,1.330554729,103.9336867,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84211,BLK 403,1.33004744,103.9344397,701.3297274,100.8410391
401 BEDOK NTH AVE 3,401 BEDOK NORTH AVENUE 3 RAINBOW VILLE SINGAPORE 460401,1.330981735,103.9336046,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84211,BLK 403,1.33004744,103.9344397,653.5248248,138.9608956
425 BEDOK NTH RD,425 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460425,1.329369602,103.9290675,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84329,BLK 414,1.33029323,103.9297006,603.0442752,124.0764491
416 BEDOK NTH AVE 2,416 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460416,1.328403828,103.9306849,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84339,BLK 416,1.32862305,103.9308664,487.0155545,31.55316962
418 BEDOK NTH AVE 2,418 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460418,1.328564212,103.9300365,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84339,BLK 416,1.32862305,103.9308664,501.5904292,92.58824063
424 BEDOK NTH AVE 1,424 BEDOK NORTH AVENUE 1 GARDEN HILL SINGAPORE 460424,1.32842001,103.9274827,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84309,BLK 423,1.32802803,103.926874,570.1690545,80.41775457
419 BEDOK NTH ST 1,419 BEDOK NORTH STREET 1 GARDEN HILL SINGAPORE 460419,1.326966214,103.9281358,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84309,BLK 423,1.32802803,103.926874,395.8182539,183.0388335
136 BEDOK NTH AVE 3,136 BEDOK NORTH AVENUE 3 SINGAPORE 460136,1.328154988,103.9352208,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84351,BEDOK CTRL PO,1.32766562,103.9340968,723.8645729,136.2971749
529 BEDOK NTH ST 3,529 BEDOK NORTH STREET 3 SINGAPORE 460529,1.334269461,103.9265423,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84401,OPP BLK 550,1.333165,103.9269811,644.7839219,131.5276596
510 BEDOK NTH ST 3,510 BEDOK NORTH STREET 3 SINGAPORE 460510,1.332123133,103.9310515,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84421,BLK 510,1.3323227,103.9303205,505.0337616,84.29782759
525 BEDOK NTH ST 3,525 BEDOK NORTH STREET 3 SINGAPORE 460525,1.334601139,103.9294453,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84411,BLK 526,1.33383806,103.9292843,348.0388442,86.25995784
202 BEDOK NTH ST 1,202 BEDOK NORTH STREET 1 BEDOK TOWN CENTRE SINGAPORE 460202,1.325656284,103.927991,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84009,BEDOK INTERCHANGE,1.32453874,103.9290382,301.9184929,169.8582216
218 BEDOK NTH ST 1,218 BEDOK NORTH STREET 1 BEDOK CENTRAL POST OFFICE SINGAPORE 460218,1.327356573,103.9337678,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84351,BEDOK CTRL PO,1.32766562,103.9340968,543.694824,50.07979164
213 BEDOK NTH ST 1,213 BEDOK NORTH STREET 1 BEDOK TOWN CENTRE SINGAPORE 460213,1.326352981,103.9326372,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84351,BEDOK CTRL PO,1.32766562,103.9340968,375.9754987,217.8337525
532 BEDOK NTH ST 3,532 BEDOK NORTH STREET 3 SINGAPORE 460532,1.334191739,103.9253866,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84391,BLK 534,1.33274999,103.9244766,767.2132443,188.8718377
533 BEDOK NTH ST 3,533 BEDOK NORTH STREET 3 SINGAPORE 460533,1.333580162,103.9242187,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84391,BLK 534,1.33274999,103.9244766,750.0766114,96.17690664
536 BEDOK NTH ST 3,536 BEDOK NORTH STREET 3 SINGAPORE 460536,1.333541189,103.9231908,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84391,BLK 534,1.33274999,103.9244766,639.313973,167.7165297
537 BEDOK NTH ST 3,537 BEDOK NORTH STREET 3 SINGAPORE 460537,1.331773008,103.9242365,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84381,BLK 544,1.33078667,103.9242601,815.0696109,109.0958478
44 CHAI CHEE ST,44 CHAI CHEE STREET PING YI GARDENS SINGAPORE 461044,1.329014301,103.9256678,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84369,BLK 45,1.3291615,103.9246075,744.8663874,119.117782
540 BEDOK NTH ST 3,540 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460540,1.331129729,103.9220926,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84381,BLK 544,1.33078667,103.9242601,651.0056611,244.1858978
702 BEDOK RESERVOIR RD,702 BEDOK RESERVOIR ROAD RESERVOIR RISE SINGAPORE 470702,1.337236504,103.9189244,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84469,BLK 703,1.33751529,103.9197283,295.6939158,94.63172734
615 BEDOK RESERVOIR RD,615 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470615,1.332249812,103.9158687,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84501,CHRIST CH,1.33319499,103.9159894,352.478218,105.3731963
712 BEDOK RESERVOIR RD,712 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470712,1.335907292,103.922634,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84479,BLK 713,1.33742106,103.9225316,569.8264186,167.7722039
50 CHAI CHEE ST,50 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 461050,1.329304314,103.9224158,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84551,BLK 51,1.328539,103.92252,818.8910272,85.4153501
54 CHAI CHEE ST,54 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 460054,1.329478409,103.9211051,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84551,BLK 51,1.328539,103.92252,715.7711878,188.639576
606 BEDOK RESERVOIR RD,606 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470606,1.331222279,103.9137999,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84511,BLK 608,1.33206972,103.9132942,588.4738443,109.3096541
616 BEDOK RESERVOIR RD,616 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470616,1.331903961,103.9151378,DT29,BEDOK NORTH MRT STATION,1.334912434,103.9176101,84501,CHRIST CH,1.33319499,103.9159894,431.7016883,171.3537025
15 BEDOK STH RD,15 BEDOK SOUTH ROAD SINGAPORE 460015,1.320909667,103.9355419,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84119,BLK 18,1.31968902,103.9350681,690.2397665,144.9090749
34 BEDOK STH AVE 2,34 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460034,1.322056529,103.9383547,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84149,LION HME FOR ELDERS,1.32047933,103.9383938,936.6279007,174.4527357
36 BEDOK STH AVE 2,36 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460036,1.321632997,103.9384413,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84149,LION HME FOR ELDERS,1.32047933,103.9383938,957.8904968,127.6762414
35 BEDOK STH AVE 2,35 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460035,1.322332207,103.9397662,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84089,BLK 40,1.32068141,103.9400309,912.7838352,184.8987962
41 BEDOK STH RD,41 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460041,1.321050718,103.9408032,TE29,BAYSHORE MRT STATION,1.312762203,103.9411061,84081,OPP BLK 40,1.32043808,103.9402204,917.1211356,93.78763542
42 BEDOK STH RD,42 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460042,1.321478478,103.940721,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84089,BLK 40,1.32068141,103.9400309,893.5471504,116.9016545
53 NEW UPP CHANGI RD,53 NEW UPPER CHANGI ROAD SINGAPORE 461053,1.324326841,103.94243,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84069,BLK 55,1.32548742,103.9421902,543.3067497,131.0766389
51 NEW UPP CHANGI RD,51 NEW UPPER CHANGI ROAD SINGAPORE 461051,1.323429858,103.9422694,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84109,BLK 50,1.32350836,103.944121,619.8081167,206.2417379
8 BEDOK STH AVE 2,8 BEDOK SOUTH AVENUE 2 SINGAPORE 460008,1.32284177,103.9360468,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84049,BLK 27,1.32432719,103.9347122,667.0740846,221.446507
718 BEDOK RESERVOIR RD,718 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470718,1.336630599,103.9257485,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84629,BLK 716,1.33815749,103.9253787,678.4100466,173.7787648
724 BEDOK RESERVOIR RD,724 BEDOK RESERVOIR ROAD RESERVOIR VIEW SINGAPORE 470724,1.33714404,103.9284338,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84639,AFT WATERFRONT WAVES,1.33857139,103.9293772,383.9575269,189.558139
166 BEDOK STH AVE 3,166 BEDOK SOUTH AVENUE 3 SIGLAP EAST SINGAPORE 460166,1.320040799,103.9451967,TE30,BEDOK SOUTH MRT STATION,1.31691093,103.9496507,84661,BLK 172,1.31992811,103.9443891,604.5493685,90.73977684
71 BEDOK STH RD,71 BEDOK SOUTH ROAD SIGLAP LUCKY VALLEY SINGAPORE 460071,1.320416017,103.9427323,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84071,BLK 71,1.32067138,103.9426001,853.6286575,31.84133153
82 BEDOK NTH RD,82 BEDOK NORTH ROAD SINGAPORE 460082,1.329536805,103.9404066,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84249,BLK 124,1.32941668,103.9396062,714.0130344,90.05899662
78 BEDOK NTH RD,78 BEDOK NORTH ROAD SINGAPORE 460078,1.327260072,103.9408488,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84281,BLK 180,1.32657714,103.9403951,616.5451542,90.83987516
79 BEDOK NTH RD,79 BEDOK NORTH ROAD SINGAPORE 460079,1.327691945,103.9407637,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84241,BLK 81,1.32861392,103.9400487,628.3184882,129.3237237
80 BEDOK NTH RD,80 BEDOK NORTH ROAD SINGAPORE 460080,1.32848132,103.9406116,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84241,BLK 81,1.32861392,103.9400487,658.2780373,64.33583197
134 BEDOK NTH ST 2,134 BEDOK NORTH STREET 2 SINGAPORE 460134,1.328321333,103.9365822,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84219,BLK 139,1.32940888,103.9348131,856.9565741,230.7083509
126 BEDOK NTH ST 2,126 BEDOK NORTH STREET 2 SINGAPORE 460126,1.3281683,103.9389179,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84241,BLK 81,1.32861392,103.9400487,838.2328642,135.1512473
130 BEDOK NTH ST 2,130 BEDOK NORTH STREET 2 SINGAPORE 460130,1.327161508,103.9368248,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84199,OPP BLK 220 CP,1.32553283,103.9355564,817.5409712,228.8220045
132 BEDOK NTH ST 2,132 BEDOK NORTH STREET 2 SINGAPORE 460132,1.32775289,103.9367093,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84191,BLK 220 CP,1.32566318,103.9353376,836.0989307,276.9441004
131 BEDOK NTH AVE 3,131 BEDOK NORTH AVENUE 3 SINGAPORE 460131,1.32696994,103.9358501,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84191,BLK 220 CP,1.32566318,103.9353376,710.8088028,155.3455665
133 BEDOK NTH AVE 3,133 BEDOK NORTH AVENUE 3 SINGAPORE 460133,1.327562572,103.9357346,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84351,BEDOK CTRL PO,1.32766562,103.9340968,732.1636688,182.6318145
121 BEDOK NTH RD,121 BEDOK NORTH ROAD SINGAPORE 460121,1.329642018,103.9388211,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84249,BLK 124,1.32941668,103.9396062,884.3214448,90.85907273
89 BEDOK NTH ST 4,89 BEDOK NORTH STREET 4 SINGAPORE 460089,1.332334683,103.9380513,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84231,BLK 85,1.33173871,103.938555,837.6806194,86.51360198
62 NEW UPP CHANGI RD,62 NEW UPPER CHANGI ROAD SINGAPORE 461062,1.323326674,103.9400302,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84059,BLK 65,1.32493504,103.9395348,827.2764023,186.1943185
422 BEDOK NTH RD,422 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460422,1.328689293,103.9288938,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84319,BLK 428,1.32980564,103.9277152,534.4247996,180.1205613
427 BEDOK NTH RD,427 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460427,1.329108884,103.9277342,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84319,BLK 428,1.32980564,103.9277152,623.6082254,77.07287082
507 BEDOK NTH AVE 3,507 BEDOK NORTH AVENUE 3 KAKI BUKIT VILLE SINGAPORE 460507,1.332980717,103.932599,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84449,BLK 509,1.3332217,103.931552,411.1066543,119.5282191
508 BEDOK NTH AVE 3,508 BEDOK NORTH AVENUE 3 KAKI BUKIT VILLE SINGAPORE 460508,1.333400122,103.9325194,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84449,BLK 509,1.3332217,103.931552,363.900179,109.4542577
517 BEDOK NTH AVE 2,517 BEDOK NORTH AVENUE 2 KAKI BUKIT GREEN SINGAPORE 460517,1.331089066,103.9292045,DT30,BEDOK RESERVOIR MRT STATION,1.336620222,103.9318444,84321,BLK 516,1.33060063,103.9297739,678.5112055,83.25903975
95 BEDOK NTH AVE 4,95 BEDOK NORTH AVENUE 4 SINGAPORE 460095,1.333869994,103.9420567,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84269,BLK 95,1.33402333,103.9418503,880.8859883,28.55271049
93 BEDOK NTH AVE 4,93 BEDOK NORTH AVENUE 4 SINGAPORE 460093,1.332888999,103.9413097,EW4,TANAH MERAH MRT STATION,1.327202462,103.9463885,84269,BLK 95,1.33402333,103.9418503,845.4856701,139.109711
43 CHAI CHEE ST,43 CHAI CHEE STREET PING YI GARDENS SINGAPORE 461043,1.328346685,103.9256548,EW5,BEDOK MRT STATION,1.324030002,103.9301702,84541,BLK 42,1.32761801,103.9251916,693.077071,95.65536734
